str_no_string|НЯМА РАДКОЎ!
str_rebellion_agree_quarrelsome|Мабыць, ты справу кажаш. Ды я і сам-то ніколі не ўхваляў дзеянняў {s46}. На троне павінен сядзець куды больш годны чалавек.
str_rebellion_agree_pitiless|Я, так і быць, далучуся да цябе, але не прымушай мяне шкадаваць аб гэтым рашэнні і не думай, што я раблю гэта дзеля цябе.
str_rebellion_agree_cunning|Небяспечная справа ты задумаў... Але мабыць, я да цябе далучуся. Будзем спадзявацца на лепшае.
str_rebellion_agree_sadistic|Што ж... Я не супраць падтрымаць {reg3?тваю прэтэндэнтку:твайго прэтэндэнта}. Але прашу цябе паабяцаць, што {reg3?яна: ён годна ўзнагародзіць мяне!
str_rebellion_agree_goodnatured|Так і быць. Мяркую, {reg3?твая прэтэндэнтка: твой прэтэндэнт} будзе кіраваць годна. Я з табой.
str_rebellion_agree_upstanding|Так таму і быць. Мой першы абавязак-перад гэтай краінай, і, каб зберагчы яе ад беззаконня, Я падтрымаю {s45} і парушу клятву, дадзеную {s46}. Хай даруе мяне Усявышні, калі я раблю няправільна!
str_rebellion_refuse_default|[падданы]
str_rebellion_refuse_martial|Вымушаны цябе засмуціць. Я веру, што {s45} будзе кіраваць годна, але {s46} не заслугоўвае маёй здрады.
str_rebellion_refuse_quarrelsome|Мой адказ няма. {s45} усё роўна не зможа тут правіць, так што я не стану перабягаць з боку на бок.
str_rebellion_refuse_pitiless|Не. Я не буду падтрымліваць тваё паўстанне. Твой гнеў - усяго толькі гнеў дзіцяці, якому адмовілі ў чарговай цаццы. {s46} кіруе тут па законе, і кіруе справядліва!
str_rebellion_refuse_cunning|Прабач, але я не веру ў тваю перамогу. Многія памруць, і я не хачу быць у іх ліку, так што застануся пры сваім.
str_rebellion_refuse_sadistic|Не, я не гуляю ў такія гульні. Ты цягнешся да кароны, але ў выніку твая галава апынецца на пласе, і {s46} разам са мной будзе глядзець, як яе адсячэ кат.
str_rebellion_refuse_goodnatured|Прабач, але {s46} не заслугоўвае маёй здрады. Спадзяюся, ты не будзеш трымаць на мяне зла за маю адмову.
str_rebellion_refuse_upstanding|Прабач, але я не веру, што {s45} здолее кіраваць па сумленні і не дапусціць бунту сярод халопаў. Я застануся пры сваім, і хай даруюць мяне нябёсы, калі я раблю няправільна.
str_talk_later_default|[падданы]
str_talk_later_martial|Не час цяпер казаць пра палітыку! Мы прыйшлі на бой, і табе таксама лепш бы падрыхтавацца.
str_talk_later_quarrelsome|Нас з усіх бакоў атачаюць ворагі, а ты заводзіш размовы пра здраду? Ты за каго мяне трымаеш?
str_talk_later_pitiless|Прытрым мова! Я не збіраюся абмяркоўваць гэта цяпер, знаходзячыся ў сэрцы нашай арміі!
str_talk_later_cunning|Цяпер не час і не месца для такіх гутарак. Думаецца мне, што можна абмеркаваць гэта пазней, з чым чорт не жартуе... Але пакуль што мы ўсё яшчэ ворагі.
str_talk_later_sadistic|Зачыніце рот! Як думаеш, што зробяць іншыя дваране, пачуўшы, што мы з табой абмяркоўваем здраду?
str_talk_later_goodnatured|Хочаш абмеркаваць здраду? Не самы ўдалы час... Калі нас не будзе атачаць армія, я абавязкова выслухаю цябе.
str_talk_later_upstanding|Што б там ні было з гэтым правам атрымання ў спадчыну, я не збіраюся абмяркоўваць гэта тут і цяпер. Калі мы сустрэнемся яшчэ раз і зможам пагаварыць сам-насам, я цябе выслухаю. Але пакуль што мы з табой ворагі.
